county_name,fips_code,dominant_naics2,dominant_industry,dominant_lq,dominant_lq_quartile,unemployment_velocity,gdp_velocity_pct
"Sunflower County, Mississippi",28133,11,"Agriculture, Forestry, Fishing & Hunting",4.57,3,0.0,-0.036217903792354185
"Tallahatchie County, Mississippi",28135,11,"Agriculture, Forestry, Fishing & Hunting",5.01,4,-0.3,0.028883064225906287
"Tate County, Mississippi",28137,31-33,Manufacturing,2.07,2,0.0,0.0353821486973739
"Tippah County, Mississippi",28139,21,"Mining, Quarrying, Oil & Gas",9.88,4,0.03333333333333336,-0.019516665500857122
"Tishomingo County, Mississippi",28141,31-33,Manufacturing,5.29,4,0.0,0.026367173581517325
"Tunica County, Mississippi",28143,11,"Agriculture, Forestry, Fishing & Hunting",6.0,4,0.16666666666666666,0.022259172260491903
"Union County, Mississippi",28145,31-33,Manufacturing,4.32,3,0.03333333333333336,0.007985875535433194
"Walthall County, Mississippi",28147,22,Utilities,1.8,1,0.09999999999999994,0.023362082329232373
"Warren County, Mississippi",28149,72,Accommodation & Food Services,1.72,1,0.09999999999999994,0.04841961945753472
"Washington County, Mississippi",28151,11,"Agriculture, Forestry, Fishing & Hunting",2.99,3,0.06666666666666672,-0.030632434286895913
"Wayne County, Mississippi",28153,11,"Agriculture, Forestry, Fishing & Hunting",5.27,4,-0.09999999999999994,0.05342071293813921
"Webster County, Mississippi",28155,22,Utilities,2.16,2,0.0,0.01373502634972203
"Wilkinson County, Mississippi",28157,22,Utilities,3.5,3,-0.16666666666666666,0.0012530833311387916
"Winston County, Mississippi",28159,11,"Agriculture, Forestry, Fishing & Hunting",2.62,2,-0.033333333333333215,0.008813417595317348
"Yalobusha County, Mississippi",28161,31-33,Manufacturing,3.92,3,0.0,-0.030806725695376087
"Yazoo County, Mississippi",28163,21,"Mining, Quarrying, Oil & Gas",3.85,3,0.09999999999999994,0.041571640433195
"Adair County, Missouri",29001,44-45,Retail Trade,1.62,1,0.6333333333333334,0.0252284033955355
"Andrew County, Missouri",29003,23,Construction,1.65,1,0.4333333333333334,-0.019787803804760043
"Atchison County, Missouri",29005,11,"Agriculture, Forestry, Fishing & Hunting",15.63,4,0.3000000000000001,-0.05144084868621321
"Audrain County, Missouri",29007,11,"Agriculture, Forestry, Fishing & Hunting",3.18,3,0.3333333333333333,0.007617833755972638
"Barry County, Missouri",29009,31-33,Manufacturing,4.41,3,0.5666666666666668,0.033508211460654816
"Barton County, Missouri",29011,11,"Agriculture, Forestry, Fishing & Hunting",6.76,4,0.5666666666666665,0.02433376516210681
"Bates County, Missouri",29013,22,Utilities,3.35,3,0.3666666666666667,0.014299683344599835
"Benton County, Missouri",29015,44-45,Retail Trade,1.81,1,0.5000000000000001,0.042350888997940636
"Bollinger County, Missouri",29017,48-49,Transportation & Warehousing,1.96,2,0.3999999999999999,-0.026953715537358952
"Boone County, Missouri",29019,55,Management of Companies & Enterprises,1.74,1,0.4333333333333333,0.0296565260974302
"Buchanan County, Missouri",29021,31-33,Manufacturing,3.3,3,0.4666666666666668,0.011808555279827972
"Butler County, Missouri",29023,22,Utilities,1.89,1,0.6666666666666666,0.0061945444207515046
"Caldwell County, Missouri",29025,44-45,Retail Trade,2.42,2,0.4000000000000001,-0.024978450431229492
"Callaway County, Missouri",29027,31-33,Manufacturing,2.13,2,0.3,0.07994248695766598
"Camden County, Missouri",29029,22,Utilities,2.05,2,0.4666666666666665,0.027378144137360977
"Cape Girardeau County, Missouri",29031,62,Health Care & Social Assistance,1.7,1,0.4333333333333334,0.004748685032292069
"Carroll County, Missouri",29033,11,"Agriculture, Forestry, Fishing & Hunting",12.23,4,0.36666666666666653,-0.02227934600753948
"Carter County, Missouri",29035,31-33,Manufacturing,1.71,1,0.3000000000000001,-0.003437819255031054
"Cass County, Missouri",29037,48-49,Transportation & Warehousing,3.14,3,0.3666666666666667,0.030839310779948552
"Cedar County, Missouri",29039,31-33,Manufacturing,1.45,1,0.5333333333333332,0.05121857213454761
"Chariton County, Missouri",29041,11,"Agriculture, Forestry, Fishing & Hunting",5.47,4,0.5333333333333333,-0.005850426446747022
"Christian County, Missouri",29043,23,Construction,1.97,2,0.4000000000000001,0.05081255242309716
"Clark County, Missouri",29045,42,Wholesale Trade,1.63,1,0.5333333333333332,-0.02054491603790021
"Clay County, Missouri",29047,31-33,Manufacturing,1.82,1,0.3999999999999999,0.02369167624722675
"Clinton County, Missouri",29049,23,Construction,1.16,1,0.3333333333333332,0.019975383176670403
"Cole County, Missouri",29051,22,Utilities,1.3,1,0.3666666666666667,0.028334472582498698
"Cooper County, Missouri",29053,44-45,Retail Trade,1.62,1,0.4333333333333334,0.022774210192370713
"Crawford County, Missouri",29055,22,Utilities,3.34,3,0.4666666666666665,0.02255584665357181
"Dade County, Missouri",29057,42,Wholesale Trade,2.36,2,0.4333333333333333,0.031121364491622838
"Dallas County, Missouri",29059,44-45,Retail Trade,1.86,1,0.6,0.04740995913609486
"Daviess County, Missouri",29061,11,"Agriculture, Forestry, Fishing & Hunting",15.41,4,0.2666666666666666,0.05190073141053926
"DeKalb County, Missouri",29063,22,Utilities,10.74,4,0.4666666666666666,-0.003013675985325814
"Dent County, Missouri",29065,44-45,Retail Trade,1.47,1,0.3666666666666667,0.014002451589301461
"Douglas County, Missouri",29067,31-33,Manufacturing,2.44,2,0.6333333333333334,-0.009575157213833894
"Dunklin County, Missouri",29069,11,"Agriculture, Forestry, Fishing & Hunting",5.77,4,0.5333333333333333,0.04865038531123395
"Franklin County, Missouri",29071,31-33,Manufacturing,2.81,2,0.4000000000000001,0.008354890343571255
"Gasconade County, Missouri",29073,31-33,Manufacturing,3.11,3,0.4333333333333334,-0.01774938781243175
"Gentry County, Missouri",29075,62,Health Care & Social Assistance,1.94,1,0.4000000000000001,-5.851032707272834e-05
"Greene County, Missouri",29077,48-49,Transportation & Warehousing,1.62,1,0.5,0.010610720338869596
"Grundy County, Missouri",29079,31-33,Manufacturing,1.52,1,0.5333333333333332,0.004359242721016122
"Harrison County, Missouri",29081,44-45,Retail Trade,2.49,2,0.4666666666666666,-0.024399955821402208
"Henry County, Missouri",29083,31-33,Manufacturing,1.66,1,0.3999999999999999,0.024618200261814875
"Hickory County, Missouri",29085,71,"Arts, Entertainment & Recreation",2.87,2,0.9,0.03548918332210495
"Holt County, Missouri",29087,56,Administrative & Support & Waste Management,1.67,1,0.5,-0.024058892481664144
"Howard County, Missouri",29089,31-33,Manufacturing,1.5,1,0.4666666666666666,-0.016688096861429767
"Howell County, Missouri",29091,31-33,Manufacturing,1.75,1,0.5333333333333332,0.02679844826486426
"Iron County, Missouri",29093,21,"Mining, Quarrying, Oil & Gas",50.92,4,0.5333333333333333,-0.1397131784621964
"Jackson County, Missouri",29095,52,Finance & Insurance,1.36,1,0.4333333333333334,0.01918423043496549
"Jasper County, Missouri",29097,31-33,Manufacturing,2.33,2,0.4666666666666666,0.013264432623928003
"Jefferson County, Missouri",29099,23,Construction,1.73,1,0.4000000000000001,-0.01656450726056343
"Johnson County, Missouri",29101,22,Utilities,1.29,1,0.4666666666666666,0.022809307207492486
"Knox County, Missouri",29103,42,Wholesale Trade,2.71,2,0.5666666666666668,-0.0014711422388310057
"Laclede County, Missouri",29105,31-33,Manufacturing,4.07,3,0.7999999999999999,0.025718553189025797
"Lafayette County, Missouri",29107,11,"Agriculture, Forestry, Fishing & Hunting",2.47,2,0.3666666666666667,-0.005170163734664891
"Lawrence County, Missouri",29109,22,Utilities,2.53,2,0.5333333333333333,0.054189867267618236
"Lewis County, Missouri",29111,48-49,Transportation & Warehousing,1.3,1,0.6333333333333332,-0.020807353009098885
"Lincoln County, Missouri",29113,22,Utilities,2.51,2,0.4333333333333333,0.03014590393023992
"Linn County, Missouri",29115,11,"Agriculture, Forestry, Fishing & Hunting",3.22,3,0.4666666666666666,0.004119363599201868
"Livingston County, Missouri",29117,22,Utilities,2.22,2,0.4666666666666666,-0.00812698253638204
"McDonald County, Missouri",29119,11,"Agriculture, Forestry, Fishing & Hunting",7.14,4,0.6666666666666669,0.022971384501162137
"Macon County, Missouri",29121,11,"Agriculture, Forestry, Fishing & Hunting",6.54,4,0.5,0.002059762412007639
"Madison County, Missouri",29123,31-33,Manufacturing,2.01,2,0.5666666666666665,0.019856361254163075
"Maries County, Missouri",29125,11,"Agriculture, Forestry, Fishing & Hunting",7.28,4,0.3999999999999999,0.042617920114132755
"Marion County, Missouri",29127,22,Utilities,2.2,2,0.5333333333333333,0.008083956640961933
"Mercer County, Missouri",29129,44-45,Retail Trade,1.03,1,0.4333333333333333,-0.032021438973172604
"Miller County, Missouri",29131,23,Construction,2.26,2,0.36666666666666653,0.0471789427030915
"Mississippi County, Missouri",29133,11,"Agriculture, Forestry, Fishing & Hunting",14.65,4,0.5666666666666664,-0.05751304875143483
"Moniteau County, Missouri",29135,31-33,Manufacturing,2.31,2,0.3,0.04852614512131536
"Monroe County, Missouri",29137,42,Wholesale Trade,1.74,1,0.5,0.03939085410171853
"Montgomery County, Missouri",29139,21,"Mining, Quarrying, Oil & Gas",3.06,3,0.3,-0.011546603435040987
"Morgan County, Missouri",29141,44-45,Retail Trade,1.95,1,0.6666666666666665,0.06771991054924316
"New Madrid County, Missouri",29143,44-45,Retail Trade,1.85,1,0.6,0.018359805588951585
"Newton County, Missouri",29145,22,Utilities,3.27,3,0.4333333333333333,0.030468805355508128
"Nodaway County, Missouri",29147,22,Utilities,3.06,3,0.4000000000000001,0.012433514391284905
"Oregon County, Missouri",29149,62,Health Care & Social Assistance,2.4,2,0.4333333333333333,0.04003615069761883
"Osage County, Missouri",29151,31-33,Manufacturing,5.14,4,0.3666666666666667,0.03499189571886172
"Ozark County, Missouri",29153,11,"Agriculture, Forestry, Fishing & Hunting",2.38,2,0.7333333333333334,0.009076756464058481
"Pemiscot County, Missouri",29155,11,"Agriculture, Forestry, Fishing & Hunting",5.49,4,0.6,-0.029542680738028574
"Perry County, Missouri",29157,31-33,Manufacturing,3.51,3,0.3333333333333333,0.0028853652375436124
"Pettis County, Missouri",29159,31-33,Manufacturing,3.05,3,0.4333333333333333,0.07432858361413391
"Phelps County, Missouri",29161,48-49,Transportation & Warehousing,2.14,2,0.4666666666666666,0.01995424496606613
"Pike County, Missouri",29163,22,Utilities,2.07,2,0.5000000000000001,0.0022176708655163337
"Platte County, Missouri",29165,48-49,Transportation & Warehousing,2.19,2,0.3333333333333333,0.0012987018285868632
"Polk County, Missouri",29167,61,Educational Services,2.5,2,0.5333333333333333,0.03442697971582789
"Pulaski County, Missouri",29169,22,Utilities,2.46,2,0.5333333333333332,0.0026951944215443803
"Putnam County, Missouri",29171,11,"Agriculture, Forestry, Fishing & Hunting",18.75,4,0.5,0.04084765935869175
"Ralls County, Missouri",29173,31-33,Manufacturing,6.87,4,0.3999999999999999,-0.02288637209217616
"Randolph County, Missouri",29175,48-49,Transportation & Warehousing,1.8,1,0.4666666666666666,-0.02662588986149201
"Ray County, Missouri",29177,81,Other Services (except Public Administration),1.68,1,0.2666666666666668,0.005159447385472103
"Reynolds County, Missouri",29179,31-33,Manufacturing,2.43,2,0.5,-0.15079488535606508
"Ripley County, Missouri",29181,31-33,Manufacturing,2.06,2,0.6000000000000001,0.009997801660210979
"St. Charles County, Missouri",29183,51,Information,2.15,2,0.3999999999999999,0.03421291622459679
"St. Clair County, Missouri",29185,44-45,Retail Trade,1.67,1,0.4666666666666666,0.059810699463967845
"Ste. Genevieve County, Missouri",29186,21,"Mining, Quarrying, Oil & Gas",10.84,4,0.3666666666666667,-0.0322240694811625
"St. Francois County, Missouri",29187,52,Finance & Insurance,1.5,1,0.4666666666666668,0.019454630754163288
"St. Louis County, Missouri",29189,55,Management of Companies & Enterprises,2.53,2,0.49999999999999983,0.02244397088799026
"Saline County, Missouri",29195,11,"Agriculture, Forestry, Fishing & Hunting",4.27,3,0.4000000000000001,0.012763228893673971
"Schuyler County, Missouri",29197,31-33,Manufacturing,5.26,4,0.3999999999999999,0.053306855951777365
"Scotland County, Missouri",29199,42,Wholesale Trade,3.57,3,0.4333333333333334,0.04431222938807642
"Scott County, Missouri",29201,11,"Agriculture, Forestry, Fishing & Hunting",3.45,3,0.4666666666666666,0.015413902542752909
"Shannon County, Missouri",29203,31-33,Manufacturing,3.44,3,0.6,0.023868651496760932
"Shelby County, Missouri",29205,81,Other Services (except Public Administration),2.92,3,0.4000000000000001,-0.04468505470091776
"Stoddard County, Missouri",29207,31-33,Manufacturing,2.74,2,0.5,-0.007781277518119623
"Stone County, Missouri",29209,71,"Arts, Entertainment & Recreation",12.17,4,0.6000000000000001,0.039605953538260324
"Sullivan County, Missouri",29211,44-45,Retail Trade,0.65,1,0.3666666666666667,0.025260671179570815
"Taney County, Missouri",29213,71,"Arts, Entertainment & Recreation",4.94,4,0.6333333333333334,0.033527688833231505
"Texas County, Missouri",29215,31-33,Manufacturing,1.8,1,0.5333333333333335,0.03153300657428923
"Vernon County, Missouri",29217,31-33,Manufacturing,1.58,1,0.4333333333333333,0.03696072971296831
"Warren County, Missouri",29219,31-33,Manufacturing,2.98,3,0.3666666666666667,0.014077566890023055
"Washington County, Missouri",29221,21,"Mining, Quarrying, Oil & Gas",1.39,1,0.5000000000000001,0.01823603001558693
"Wayne County, Missouri",29223,31-33,Manufacturing,1.43,1,0.4666666666666665,-0.025416871466163782
"Webster County, Missouri",29225,31-33,Manufacturing,2.46,2,0.5,0.027858159401182265
"Worth County, Missouri",29227,44-45,Retail Trade,1.22,1,0.4333333333333333,0.05665832246236294
"Wright County, Missouri",29229,22,Utilities,2.48,2,0.7333333333333334,0.018851160209124113
"St. Louis City, Missouri",29510,61,Educational Services,3.81,3,0.5333333333333332,0.023403516578410666
"Beaverhead County, Montana",30001,11,"Agriculture, Forestry, Fishing & Hunting",10.45,4,0.06666666666666658,0.08340004338553035
"Big Horn County, Montana",30003,21,"Mining, Quarrying, Oil & Gas",26.35,4,0.4666666666666665,0.0748911877654863
"Blaine County, Montana",30005,11,"Agriculture, Forestry, Fishing & Hunting",6.93,4,0.1333333333333333,0.021628339167018208
"Broadwater County, Montana",30007,72,Accommodation & Food Services,1.89,1,0.03333333333333336,0.060568241481111694
"Carbon County, Montana",30009,11,"Agriculture, Forestry, Fishing & Hunting",9.55,4,0.16666666666666666,0.03412644535650861
"Carter County, Montana",30011,11,"Agriculture, Forestry, Fishing & Hunting",12.24,4,-0.06666666666666672,0.1854349079378806
"Cascade County, Montana",30013,71,"Arts, Entertainment & Recreation",1.45,1,0.23333333333333325,0.04586834495456604
"Chouteau County, Montana",30015,11,"Agriculture, Forestry, Fishing & Hunting",14.18,4,0.16666666666666666,0.046878689091946285
"Custer County, Montana",30017,11,"Agriculture, Forestry, Fishing & Hunting",2.64,2,0.1333333333333333,0.027909306657625775
"Daniels County, Montana",30019,42,Wholesale Trade,2.51,2,0.1333333333333333,-0.0545251236176368
"Dawson County, Montana",30021,21,"Mining, Quarrying, Oil & Gas",6.71,4,0.13333333333333344,-0.01776046142589405
"Deer Lodge County, Montana",30023,62,Health Care & Social Assistance,1.67,1,0.3,0.05051681352132314
"Fallon County, Montana",30025,21,"Mining, Quarrying, Oil & Gas",25.0,4,0.16666666666666674,0.030965041646760692
"Fergus County, Montana",30027,11,"Agriculture, Forestry, Fishing & Hunting",2.7,2,0.16666666666666666,0.022403504717080244
"Flathead County, Montana",30029,71,"Arts, Entertainment & Recreation",1.98,2,0.20000000000000004,0.03701988954826762
"Gallatin County, Montana",30031,71,"Arts, Entertainment & Recreation",2.06,2,0.16666666666666666,0.05851820778185107
"Garfield County, Montana",30033,11,"Agriculture, Forestry, Fishing & Hunting",10.4,4,0.0,-0.019208663561013976
"Glacier County, Montana",30035,21,"Mining, Quarrying, Oil & Gas",4.8,3,0.06666666666666672,0.09286845162855428
"Golden Valley County, Montana",30037,99,Unclassified,9.18,4,-0.10000000000000009,0.07365693739424703
"Granite County, Montana",30039,11,"Agriculture, Forestry, Fishing & Hunting",12.05,4,0.16666666666666666,0.0418467562760899
"Hill County, Montana",30041,22,Utilities,2.6,2,0.20000000000000004,0.03588770061905631
"Jefferson County, Montana",30043,23,Construction,2.92,3,0.1333333333333333,0.042440965950899724
"Judith Basin County, Montana",30045,71,"Arts, Entertainment & Recreation",2.3,2,0.2666666666666666,0.10043086351346033
"Lake County, Montana",30047,21,"Mining, Quarrying, Oil & Gas",2.49,2,0.3,0.02993067216043945
"Lewis and Clark County, Montana",30049,81,Other Services (except Public Administration),1.74,1,0.20000000000000004,0.04900317128974984
"Liberty County, Montana",30051,48-49,Transportation & Warehousing,1.58,1,0.0,0.04774293270284745
"Lincoln County, Montana",30053,99,Unclassified,2.38,2,0.36666666666666653,0.04474384711738694
"McCone County, Montana",30055,42,Wholesale Trade,3.42,3,0.2666666666666666,0.036543547971818455
"Madison County, Montana",30057,21,"Mining, Quarrying, Oil & Gas",14.98,4,0.9666666666666668,-0.0395913882605565
"Meagher County, Montana",30059,11,"Agriculture, Forestry, Fishing & Hunting",19.16,4,0.1333333333333333,0.018389580995674733
"Mineral County, Montana",30061,42,Wholesale Trade,2.11,2,0.06666666666666672,0.01389025523309832
"Missoula County, Montana",30063,44-45,Retail Trade,1.38,1,0.2333333333333334,0.033734759004385814
"Musselshell County, Montana",30065,21,"Mining, Quarrying, Oil & Gas",63.21,4,0.4333333333333333,0.07219453545894251
"Park County, Montana",30067,99,Unclassified,5.63,4,0.06666666666666672,-0.0005799040927846549
"Petroleum County, Montana",30069,23,Construction,0.0,1,0.3,0.1788289485339711
"Phillips County, Montana",30071,22,Utilities,3.77,3,0.16666666666666666,-0.004610794684024953
"Pondera County, Montana",30073,11,"Agriculture, Forestry, Fishing & Hunting",5.74,4,0.2666666666666666,0.0702207279395972
"Powder River County, Montana",30075,44-45,Retail Trade,1.32,1,-0.06666666666666672,0.06516022641173062
"Powell County, Montana",30077,11,"Agriculture, Forestry, Fishing & Hunting",8.02,4,0.3,0.07538193287255057
"Prairie County, Montana",30079,81,Other Services (except Public Administration),0.86,1,-0.3,0.12387587999709691
"Ravalli County, Montana",30081,11,"Agriculture, Forestry, Fishing & Hunting",2.38,2,0.23333333333333325,0.03649845476233506
"Richland County, Montana",30083,21,"Mining, Quarrying, Oil & Gas",20.48,4,-0.03333333333333336,0.07329775877629378
"Roosevelt County, Montana",30085,21,"Mining, Quarrying, Oil & Gas",3.76,3,0.16666666666666666,0.008862590282127172
"Rosebud County, Montana",30087,22,Utilities,23.77,4,0.03333333333333336,0.05076720156832212
"Sanders County, Montana",30089,21,"Mining, Quarrying, Oil & Gas",6.36,4,0.3333333333333333,0.020768523924841825
"Sheridan County, Montana",30091,21,"Mining, Quarrying, Oil & Gas",7.07,4,0.3,-0.013982841965770152
"Silver Bow County, Montana",30093,21,"Mining, Quarrying, Oil & Gas",8.63,4,0.2333333333333334,0.017948972964235643
"Stillwater County, Montana",30095,99,Unclassified,1.64,1,0.4000000000000001,-0.16868823179202222
"Sweet Grass County, Montana",30097,23,Construction,1.3,1,0.4333333333333333,-0.11114618021248826
"Teton County, Montana",30099,42,Wholesale Trade,2.01,2,0.06666666666666658,0.028634389075449677
"Toole County, Montana",30101,21,"Mining, Quarrying, Oil & Gas",11.16,4,0.2666666666666666,0.08686286783389999
"Treasure County, Montana",30103,99,Unclassified,15.34,4,0.09999999999999994,0.14316177790018822
"Valley County, Montana",30105,11,"Agriculture, Forestry, Fishing & Hunting",3.71,3,0.1333333333333333,-0.1307073253390157
"Wheatland County, Montana",30107,11,"Agriculture, Forestry, Fishing & Hunting",21.21,4,0.5,0.014727015957028257
"Wibaux County, Montana",30109,72,Accommodation & Food Services,1.13,1,0.2333333333333334,-0.007469014281817043
"Yellowstone County, Montana",30111,42,Wholesale Trade,1.62,1,0.2666666666666668,0.04178405472279964
"Adams County, Nebraska",31001,31-33,Manufacturing,2.27,2,0.2666666666666666,0.005942393598178719
"Antelope County, Nebraska",31003,11,"Agriculture, Forestry, Fishing & Hunting",15.69,4,0.20000000000000004,-0.0011879853997981118
"Arthur County, Nebraska",31005,81,Other Services (except Public Administration),0.0,1,0.23333333333333325,0.11597633136094675
"Banner County, Nebraska",31007,,Not classified,,,0.0,-0.016968537893276334
"Blaine County, Nebraska",31009,48-49,Transportation & Warehousing,0.79,1,0.033333333333333215,0.14455911367430566
"Boone County, Nebraska",31011,11,"Agriculture, Forestry, Fishing & Hunting",20.52,4,0.16666666666666674,-0.03914116953945328
"Box Butte County, Nebraska",31013,11,"Agriculture, Forestry, Fishing & Hunting",8.43,4,0.2333333333333334,-0.016597553979604957
"Boyd County, Nebraska",31015,52,Finance & Insurance,1.64,1,0.3000000000000001,-0.030881884750079594
"Brown County, Nebraska",31017,11,"Agriculture, Forestry, Fishing & Hunting",24.09,4,0.06666666666666672,0.012051786886223973
"Buffalo County, Nebraska",31019,11,"Agriculture, Forestry, Fishing & Hunting",2.07,2,0.20000000000000004,0.005009545700318412
"Burt County, Nebraska",31021,11,"Agriculture, Forestry, Fishing & Hunting",10.38,4,0.3,-0.016330664400998618
"Butler County, Nebraska",31023,42,Wholesale Trade,1.52,1,0.19999999999999996,0.039209937988277974
"Cass County, Nebraska",31025,21,"Mining, Quarrying, Oil & Gas",8.36,4,0.3,-0.006532304686721288
"Cedar County, Nebraska",31027,42,Wholesale Trade,2.0,2,0.2333333333333333,-0.060369869410495464
"Chase County, Nebraska",31029,11,"Agriculture, Forestry, Fishing & Hunting",28.2,4,0.2666666666666666,-0.026557765062884642
"Cherry County, Nebraska",31031,11,"Agriculture, Forestry, Fishing & Hunting",16.06,4,0.1333333333333334,0.08145014098742269
"Cheyenne County, Nebraska",31033,22,Utilities,3.51,3,0.19999999999999987,-0.0018029243063917128
"Clay County, Nebraska",31035,42,Wholesale Trade,2.19,2,0.2666666666666666,-0.04009088864680473
"Colfax County, Nebraska",31037,42,Wholesale Trade,1.67,1,0.2666666666666666,-0.02197080497330809
"Cuming County, Nebraska",31039,52,Finance & Insurance,1.46,1,0.16666666666666674,0.0198957320208143
"Custer County, Nebraska",31041,11,"Agriculture, Forestry, Fishing & Hunting",18.02,4,0.19999999999999996,-0.014362055487558496
"Dakota County, Nebraska",31043,31-33,Manufacturing,5.33,4,0.23333333333333325,0.030592379878403242
"Dawes County, Nebraska",31045,44-45,Retail Trade,1.98,2,0.23333333333333325,0.014322726851054244
"Dawson County, Nebraska",31047,31-33,Manufacturing,3.99,3,0.20000000000000004,0.008340584968444547
"Deuel County, Nebraska",31049,11,"Agriculture, Forestry, Fishing & Hunting",11.71,4,0.20000000000000004,-0.08496863625803454
"Dixon County, Nebraska",31051,11,"Agriculture, Forestry, Fishing & Hunting",25.44,4,0.2666666666666668,0.005345520539127704
"Dodge County, Nebraska",31053,31-33,Manufacturing,3.18,3,0.2666666666666666,0.006520792597748149
"Douglas County, Nebraska",31055,55,Management of Companies & Enterprises,1.97,2,0.2666666666666666,0.04932040436972288
"Dundy County, Nebraska",31057,11,"Agriculture, Forestry, Fishing & Hunting",26.13,4,0.10000000000000002,0.020531941337310466
"Fillmore County, Nebraska",31059,11,"Agriculture, Forestry, Fishing & Hunting",9.34,4,0.1333333333333334,-0.01738023431249469
"Franklin County, Nebraska",31061,44-45,Retail Trade,1.27,1,0.20000000000000004,-0.08074669623879493
"Frontier County, Nebraska",31063,11,"Agriculture, Forestry, Fishing & Hunting",16.26,4,0.2333333333333334,-0.16758930436599123
"Furnas County, Nebraska",31065,51,Information,2.5,2,0.2666666666666668,-0.0885967018892091
"Gage County, Nebraska",31067,31-33,Manufacturing,2.19,2,0.3000000000000001,0.03333864421423327
"Garden County, Nebraska",31069,11,"Agriculture, Forestry, Fishing & Hunting",28.12,4,0.23333333333333325,0.02688403568132882
"Garfield County, Nebraska",31071,42,Wholesale Trade,1.76,1,0.2333333333333334,0.020962256129245595
"Gosper County, Nebraska",31073,11,"Agriculture, Forestry, Fishing & Hunting",15.18,4,0.3,-0.0356825574230896
"Grant County, Nebraska",31075,11,"Agriculture, Forestry, Fishing & Hunting",65.37,4,0.3666666666666667,0.11006405844671502
"Greeley County, Nebraska",31077,11,"Agriculture, Forestry, Fishing & Hunting",21.22,4,0.2666666666666668,0.049535179612912816
"Hall County, Nebraska",31079,31-33,Manufacturing,2.61,2,0.4666666666666668,0.014004033819620473
"Hamilton County, Nebraska",31081,42,Wholesale Trade,2.4,2,0.1333333333333333,-0.015121127605850741
"Harlan County, Nebraska",31083,44-45,Retail Trade,1.24,1,0.1666666666666666,0.029054878857840406
"Hayes County, Nebraska",31085,,Not classified,,,0.43333333333333335,-0.10172855963023603
"Hitchcock County, Nebraska",31087,21,"Mining, Quarrying, Oil & Gas",23.59,4,0.23333333333333325,-0.06667770006428154
"Holt County, Nebraska",31089,11,"Agriculture, Forestry, Fishing & Hunting",11.71,4,0.1666666666666666,-0.0075534034264815
"Hooker County, Nebraska",31091,11,"Agriculture, Forestry, Fishing & Hunting",10.89,4,0.3999999999999999,0.022936829340837853
"Howard County, Nebraska",31093,42,Wholesale Trade,1.96,2,0.16666666666666666,-0.028700414721690132
"Jefferson County, Nebraska",31095,31-33,Manufacturing,2.39,2,0.2666666666666668,-0.04303250266773456
"Johnson County, Nebraska",31097,42,Wholesale Trade,1.16,1,0.3333333333333333,0.0019313197120829377
"Kearney County, Nebraska",31099,31-33,Manufacturing,2.26,2,0.20000000000000004,0.06379168886599239
"Keith County, Nebraska",31101,11,"Agriculture, Forestry, Fishing & Hunting",7.03,4,0.20000000000000004,-0.014365291740400283
"Keya Paha County, Nebraska",31103,11,"Agriculture, Forestry, Fishing & Hunting",34.45,4,0.03333333333333336,0.0824123345613317
"Kimball County, Nebraska",31105,21,"Mining, Quarrying, Oil & Gas",6.05,4,0.2333333333333333,0.027745339734440554
"Knox County, Nebraska",31107,42,Wholesale Trade,1.6,1,0.20000000000000004,0.010499550358622328
"Lancaster County, Nebraska",31109,71,"Arts, Entertainment & Recreation",1.28,1,0.2666666666666666,0.03529899643142062
"Lincoln County, Nebraska",31111,11,"Agriculture, Forestry, Fishing & Hunting",3.51,3,0.20000000000000004,0.03632790306851913
"Logan County, Nebraska",31113,11,"Agriculture, Forestry, Fishing & Hunting",18.63,4,0.06666666666666658,0.03564172394414905
"Loup County, Nebraska",31115,11,"Agriculture, Forestry, Fishing & Hunting",24.99,4,0.3,0.1335612239746724
"McPherson County, Nebraska",31117,52,Finance & Insurance,0.0,1,0.23333333333333325,0.09624566388899557
"Madison County, Nebraska",31119,31-33,Manufacturing,2.06,2,0.2666666666666666,0.00048496866708828474
"Merrick County, Nebraska",31121,23,Construction,2.3,2,0.19999999999999996,0.012731692716508128
"Morrill County, Nebraska",31123,42,Wholesale Trade,1.91,1,0.20000000000000004,0.03858547670812448
"Nance County, Nebraska",31125,81,Other Services (except Public Administration),1.17,1,0.09999999999999994,-0.0046329182355936355
"Nemaha County, Nebraska",31127,11,"Agriculture, Forestry, Fishing & Hunting",2.0,2,0.3333333333333333,0.05087062907160595
"Nuckolls County, Nebraska",31129,11,"Agriculture, Forestry, Fishing & Hunting",4.97,4,0.09999999999999994,0.008739583404465507
"Otoe County, Nebraska",31131,11,"Agriculture, Forestry, Fishing & Hunting",3.83,3,0.19999999999999987,0.021245559946902234
"Pawnee County, Nebraska",31133,31-33,Manufacturing,2.25,2,0.20000000000000004,-0.0830486078338839
"Perkins County, Nebraska",31135,42,Wholesale Trade,4.12,3,0.16666666666666666,-0.04326252502276347
"Phelps County, Nebraska",31137,11,"Agriculture, Forestry, Fishing & Hunting",12.16,4,0.1333333333333333,-0.018460186129109303
"Pierce County, Nebraska",31139,11,"Agriculture, Forestry, Fishing & Hunting",5.93,4,0.16666666666666666,0.09645402343501691
"Platte County, Nebraska",31141,31-33,Manufacturing,3.73,3,0.2333333333333334,-0.00044119274964879185
